"id"	"name"
"tilt_tilt_1"	"Total 5?"
"tilt_tilt_2"	"Total 10?"
"tilt_tilt_3"	"Total 15?"
"tilt_tilt_4"	"Total 16?"
"tilt_tilt_5"	"Total 17?"
"tilt_tilt_6"	"Total 18?"
"tilt_tilt_7"	"Total 19?"
"tilt_tilt_8"	"Total 20?"
"tilt_tilt_9"	"Total 21?"
"tilt_tilt_10"	"Total 22?"
"tilt_tilt_11"	"Total 23?"
"tilt_tilt_12"	"Total 24?"
"tilt_tilt_13"	"Total 25?"
"tilt_tilt_14"	"Total 26?"
"tilt_tilt_15"	"Total 30?"
"tilt_tilt_16"	"Total 35?"
"tilt_tilt_17"	"Total 40?"
"tilt_tilt_18"	"Total 45?"
