"id"	"parent_id/id"	"parent_persentage"	"name"	"tilt_azimuth_ids/id"	"zip_id/id"
				"tilt_azimuth_903"	
				"tilt_azimuth_904"	
				"tilt_azimuth_905"	
				"tilt_azimuth_906"	
				"tilt_azimuth_907"	
				"tilt_azimuth_908"	
				"tilt_azimuth_909"	
				"tilt_azimuth_910"	
				"tilt_azimuth_911"	
				"tilt_azimuth_912"	
				"tilt_azimuth_913"	
				"tilt_azimuth_914"	
				"tilt_azimuth_915"	
				"tilt_azimuth_916"	
				"tilt_azimuth_917"	
				"tilt_azimuth_918"	
				"tilt_azimuth_919"	
				"tilt_azimuth_920"	
				"tilt_azimuth_921"	
				"tilt_azimuth_922"	
				"tilt_azimuth_923"	
				"tilt_azimuth_924"	
				"tilt_azimuth_925"	
				"tilt_azimuth_926"	
				"tilt_azimuth_927"	
				"tilt_azimuth_928"	
				"tilt_azimuth_929"	
				"tilt_azimuth_930"	
				"tilt_azimuth_931"	
				"tilt_azimuth_932"	
				"tilt_azimuth_933"	
				"tilt_azimuth_934"	
				"tilt_azimuth_935"	
				"tilt_azimuth_936"	
				"tilt_azimuth_937"	
				"tilt_azimuth_938"	
				"tilt_azimuth_939"	
				"tilt_azimuth_940"	
				"tilt_azimuth_941"	
				"tilt_azimuth_942"	
				"tilt_azimuth_943"	
				"tilt_azimuth_944"	
				"tilt_azimuth_945"	
				"tilt_azimuth_946"	
				"tilt_azimuth_947"	
				"tilt_azimuth_948"	
				"tilt_azimuth_949"	
				"tilt_azimuth_950"	
				"tilt_azimuth_951"	
				"tilt_azimuth_952"	
				"tilt_azimuth_953"	
				"tilt_azimuth_954"	
				"tilt_azimuth_955"	
				"tilt_azimuth_956"	
				"tilt_azimuth_957"	
				"tilt_azimuth_958"	
				"tilt_azimuth_959"	
				"tilt_azimuth_960"	
				"tilt_azimuth_961"	
				"tilt_azimuth_962"	
				"tilt_azimuth_963"	
				"tilt_azimuth_964"	
				"tilt_azimuth_965"	
				"tilt_azimuth_966"	
				"tilt_azimuth_967"	
				"tilt_azimuth_968"	
				"tilt_azimuth_969"	
				"tilt_azimuth_970"	
				"tilt_azimuth_971"	
				"tilt_azimuth_972"	
				"tilt_azimuth_973"	
				"tilt_azimuth_974"	
				"tilt_azimuth_975"	
				"tilt_azimuth_976"	
				"tilt_azimuth_977"	
				"tilt_azimuth_978"	
				"tilt_azimuth_979"	
				"tilt_azimuth_980"	
				"tilt_azimuth_981"	
				"tilt_azimuth_982"	
				"tilt_azimuth_983"	
				"tilt_azimuth_984"	
				"tilt_azimuth_985"	
				"tilt_azimuth_986"	
				"tilt_azimuth_987"	
				"tilt_azimuth_988"	
				"tilt_azimuth_989"	
				"tilt_azimuth_990"	
				"tilt_azimuth_991"	
				"tilt_azimuth_992"	
				"tilt_azimuth_993"	
				"tilt_azimuth_994"	
				"tilt_azimuth_995"	
				"tilt_azimuth_996"	
				"tilt_azimuth_997"	
				"tilt_azimuth_998"	
				"tilt_azimuth_999"	
				"tilt_azimuth_1000"	
				"tilt_azimuth_1001"	
				"tilt_azimuth_1002"	
				"tilt_azimuth_1003"	
				"tilt_azimuth_1004"	
				"tilt_azimuth_1005"	
				"tilt_azimuth_1006"	
				"tilt_azimuth_1007"	
				"tilt_azimuth_1008"	
"insolation_incident_yearly_8"			"San Francisco"	"tilt_azimuth_1009"	
				"tilt_azimuth_1010"	
				"tilt_azimuth_1011"	
				"tilt_azimuth_1012"	
				"tilt_azimuth_1013"	
				"tilt_azimuth_1014"	
				"tilt_azimuth_1015"	
				"tilt_azimuth_1016"	
				"tilt_azimuth_1017"	
				"tilt_azimuth_1018"	
				"tilt_azimuth_1019"	
				"tilt_azimuth_1020"	
				"tilt_azimuth_1021"	
				"tilt_azimuth_1022"	
				"tilt_azimuth_1023"	
				"tilt_azimuth_1024"	
				"tilt_azimuth_1025"	
				"tilt_azimuth_1026"	
				"tilt_azimuth_1027"	
				"tilt_azimuth_1028"	
				"tilt_azimuth_1029"	
				"tilt_azimuth_1030"	
				"tilt_azimuth_1031"	
				"tilt_azimuth_1032"	
				"tilt_azimuth_1033"	
				"tilt_azimuth_1034"	
				"tilt_azimuth_1035"	
				"tilt_azimuth_1036"	
				"tilt_azimuth_1037"	
				"tilt_azimuth_1038"	
				"tilt_azimuth_1039"	
				"tilt_azimuth_1040"	
				"tilt_azimuth_1041"	
				"tilt_azimuth_1042"	
				"tilt_azimuth_1043"	
				"tilt_azimuth_1044"	
				"tilt_azimuth_1045"	
				"tilt_azimuth_1046"	
				"tilt_azimuth_1047"	
				"tilt_azimuth_1048"	
				"tilt_azimuth_1049"	
				"tilt_azimuth_1050"	
				"tilt_azimuth_1051"	
				"tilt_azimuth_1052"	
				"tilt_azimuth_1053"	
				"tilt_azimuth_1054"	
				"tilt_azimuth_1055"	
				"tilt_azimuth_1056"	
				"tilt_azimuth_1057"	
				"tilt_azimuth_1058"	
				"tilt_azimuth_1059"	
				"tilt_azimuth_1060"	
				"tilt_azimuth_1061"	
				"tilt_azimuth_1062"	
				"tilt_azimuth_1063"	
				"tilt_azimuth_1064"	
				"tilt_azimuth_1065"	
				"tilt_azimuth_1066"	
				"tilt_azimuth_1067"	
				"tilt_azimuth_1068"	
				"tilt_azimuth_1069"	
				"tilt_azimuth_1070"	
				"tilt_azimuth_1071"	
				"tilt_azimuth_1072"	
				"tilt_azimuth_1073"	
				"tilt_azimuth_1074"	
				"tilt_azimuth_1075"	
				"tilt_azimuth_1076"	
				"tilt_azimuth_1077"	
				"tilt_azimuth_1078"	
				"tilt_azimuth_1079"	
				"tilt_azimuth_1080"	
				"tilt_azimuth_1081"	
				"tilt_azimuth_1082"	
				"tilt_azimuth_1083"	
				"tilt_azimuth_1084"	
				"tilt_azimuth_1085"	
				"tilt_azimuth_1086"	
				"tilt_azimuth_1087"	
				"tilt_azimuth_1088"	
				"tilt_azimuth_1089"	
				"tilt_azimuth_1090"	
				"tilt_azimuth_1091"	
				"tilt_azimuth_1092"	
				"tilt_azimuth_1093"	
				"tilt_azimuth_1094"	
				"tilt_azimuth_1095"	
				"tilt_azimuth_1096"	
				"tilt_azimuth_1097"	
				"tilt_azimuth_1098"	
				"tilt_azimuth_1099"	
				"tilt_azimuth_1100"	
				"tilt_azimuth_1101"	
				"tilt_azimuth_1102"	
				"tilt_azimuth_1103"	
				"tilt_azimuth_1104"	
				"tilt_azimuth_1105"	
				"tilt_azimuth_1106"	
				"tilt_azimuth_1107"	
				"tilt_azimuth_1108"	
				"tilt_azimuth_1109"	
				"tilt_azimuth_1110"	
				"tilt_azimuth_1111"	
				"tilt_azimuth_1112"	
				"tilt_azimuth_1113"	
				"tilt_azimuth_1114"	
				"tilt_azimuth_1115"	
				"tilt_azimuth_1116"	
				"tilt_azimuth_1117"	
				"tilt_azimuth_1118"	
				"tilt_azimuth_1119"	
				"tilt_azimuth_1120"	
				"tilt_azimuth_1121"	
				"tilt_azimuth_1122"	
				"tilt_azimuth_1123"	
				"tilt_azimuth_1124"	
				"tilt_azimuth_1125"	
				"tilt_azimuth_1126"	
				"tilt_azimuth_1127"	
				"tilt_azimuth_1128"	
				"tilt_azimuth_1129"	
				"tilt_azimuth_1130"	
				"tilt_azimuth_1131"	
				"tilt_azimuth_1132"	
				"tilt_azimuth_1133"	
				"tilt_azimuth_1134"	
				"tilt_azimuth_1135"	
				"tilt_azimuth_1136"	
				"tilt_azimuth_1137"	
				"tilt_azimuth_1138"	
				"tilt_azimuth_1139"	
				"tilt_azimuth_1140"	
				"tilt_azimuth_1141"	
				"tilt_azimuth_1142"	
				"tilt_azimuth_1143"	
				"tilt_azimuth_1144"	
				"tilt_azimuth_1145"	
				"tilt_azimuth_1146"	
				"tilt_azimuth_1147"	
				"tilt_azimuth_1148"	
				"tilt_azimuth_1149"	
				"tilt_azimuth_1150"	
				"tilt_azimuth_1151"	
				"tilt_azimuth_1152"	
"insolation_incident_yearly_9"			"Sacramento"	"tilt_azimuth_1153"	
				"tilt_azimuth_1154"	
				"tilt_azimuth_1155"	
				"tilt_azimuth_1156"	
				"tilt_azimuth_1157"	
				"tilt_azimuth_1158"	
				"tilt_azimuth_1159"	
				"tilt_azimuth_1160"	
				"tilt_azimuth_1161"	
				"tilt_azimuth_1162"	
				"tilt_azimuth_1163"	
				"tilt_azimuth_1164"	
				"tilt_azimuth_1165"	
				"tilt_azimuth_1166"	
				"tilt_azimuth_1167"	
				"tilt_azimuth_1168"	
				"tilt_azimuth_1169"	
				"tilt_azimuth_1170"	
				"tilt_azimuth_1171"	
				"tilt_azimuth_1172"	
				"tilt_azimuth_1173"	
				"tilt_azimuth_1174"	
				"tilt_azimuth_1175"	
				"tilt_azimuth_1176"	
				"tilt_azimuth_1177"	
				"tilt_azimuth_1178"	
				"tilt_azimuth_1179"	
				"tilt_azimuth_1180"	
				"tilt_azimuth_1181"	
				"tilt_azimuth_1182"	
				"tilt_azimuth_1183"	
				"tilt_azimuth_1184"	
				"tilt_azimuth_1185"	
				"tilt_azimuth_1186"	
				"tilt_azimuth_1187"	
				"tilt_azimuth_1188"	
				"tilt_azimuth_1189"	
				"tilt_azimuth_1190"	
				"tilt_azimuth_1191"	
				"tilt_azimuth_1192"	
				"tilt_azimuth_1193"	
				"tilt_azimuth_1194"	
				"tilt_azimuth_1195"	
				"tilt_azimuth_1196"	
				"tilt_azimuth_1197"	
				"tilt_azimuth_1198"	
				"tilt_azimuth_1199"	
				"tilt_azimuth_1200"	
				"tilt_azimuth_1201"	
				"tilt_azimuth_1202"	
				"tilt_azimuth_1203"	
				"tilt_azimuth_1204"	
				"tilt_azimuth_1205"	
				"tilt_azimuth_1206"	
				"tilt_azimuth_1207"	
				"tilt_azimuth_1208"	
				"tilt_azimuth_1209"	
				"tilt_azimuth_1210"	
				"tilt_azimuth_1211"	
				"tilt_azimuth_1212"	
				"tilt_azimuth_1213"	
				"tilt_azimuth_1214"	
				"tilt_azimuth_1215"	
				"tilt_azimuth_1216"	
				"tilt_azimuth_1217"	
				"tilt_azimuth_1218"	
				"tilt_azimuth_1219"	
				"tilt_azimuth_1220"	
				"tilt_azimuth_1221"	
				"tilt_azimuth_1222"	
				"tilt_azimuth_1223"	
				"tilt_azimuth_1224"	
				"tilt_azimuth_1225"	
				"tilt_azimuth_1226"	
				"tilt_azimuth_1227"	
				"tilt_azimuth_1228"	
				"tilt_azimuth_1229"	
				"tilt_azimuth_1230"	
				"tilt_azimuth_1231"	
				"tilt_azimuth_1232"	
				"tilt_azimuth_1233"	
				"tilt_azimuth_1234"	
				"tilt_azimuth_1235"	
				"tilt_azimuth_1236"	
				"tilt_azimuth_1237"	
				"tilt_azimuth_1238"	
				"tilt_azimuth_1239"	
				"tilt_azimuth_1240"	
				"tilt_azimuth_1241"	
				"tilt_azimuth_1242"	
				"tilt_azimuth_1243"	
				"tilt_azimuth_1244"	
				"tilt_azimuth_1245"	
				"tilt_azimuth_1246"	
				"tilt_azimuth_1247"	
				"tilt_azimuth_1248"	
				"tilt_azimuth_1249"	
				"tilt_azimuth_1250"	
				"tilt_azimuth_1251"	
				"tilt_azimuth_1252"	
				"tilt_azimuth_1253"	
				"tilt_azimuth_1254"	
				"tilt_azimuth_1255"	
				"tilt_azimuth_1256"	
				"tilt_azimuth_1257"	
				"tilt_azimuth_1258"	
				"tilt_azimuth_1259"	
				"tilt_azimuth_1260"	
				"tilt_azimuth_1261"	
				"tilt_azimuth_1262"	
				"tilt_azimuth_1263"	
				"tilt_azimuth_1264"	
				"tilt_azimuth_1265"	
				"tilt_azimuth_1266"	
				"tilt_azimuth_1267"	
				"tilt_azimuth_1268"	
				"tilt_azimuth_1269"	
				"tilt_azimuth_1270"	
				"tilt_azimuth_1271"	
				"tilt_azimuth_1272"	
				"tilt_azimuth_1273"	
				"tilt_azimuth_1274"	
				"tilt_azimuth_1275"	
				"tilt_azimuth_1276"	
				"tilt_azimuth_1277"	
				"tilt_azimuth_1278"	
				"tilt_azimuth_1279"	
				"tilt_azimuth_1280"	
				"tilt_azimuth_1281"	
				"tilt_azimuth_1282"	
				"tilt_azimuth_1283"	
				"tilt_azimuth_1284"	
				"tilt_azimuth_1285"	
				"tilt_azimuth_1286"	
				"tilt_azimuth_1287"	
				"tilt_azimuth_1288"	
				"tilt_azimuth_1289"	
				"tilt_azimuth_1290"	
				"tilt_azimuth_1291"	
				"tilt_azimuth_1292"	
				"tilt_azimuth_1293"	
				"tilt_azimuth_1294"	
				"tilt_azimuth_1295"	
				"tilt_azimuth_1296"	
"insolation_incident_yearly_10"			"Arcata"	"tilt_azimuth_1297"	
				"tilt_azimuth_1298"	
				"tilt_azimuth_1299"	
				"tilt_azimuth_1300"	
				"tilt_azimuth_1301"	
				"tilt_azimuth_1302"	
				"tilt_azimuth_1303"	
				"tilt_azimuth_1304"	
				"tilt_azimuth_1305"	
				"tilt_azimuth_1306"	
				"tilt_azimuth_1307"	
				"tilt_azimuth_1308"	
				"tilt_azimuth_1309"	
				"tilt_azimuth_1310"	
				"tilt_azimuth_1311"	
				"tilt_azimuth_1312"	
				"tilt_azimuth_1313"	
				"tilt_azimuth_1314"	
				"tilt_azimuth_1315"	
				"tilt_azimuth_1316"	
				"tilt_azimuth_1317"	
				"tilt_azimuth_1318"	
				"tilt_azimuth_1319"	
				"tilt_azimuth_1320"	
				"tilt_azimuth_1321"	
				"tilt_azimuth_1322"	
				"tilt_azimuth_1323"	
				"tilt_azimuth_1324"	
				"tilt_azimuth_1325"	
				"tilt_azimuth_1326"	
				"tilt_azimuth_1327"	
				"tilt_azimuth_1328"	
				"tilt_azimuth_1329"	
				"tilt_azimuth_1330"	
				"tilt_azimuth_1331"	
				"tilt_azimuth_1332"	
				"tilt_azimuth_1333"	
				"tilt_azimuth_1334"	
				"tilt_azimuth_1335"	
				"tilt_azimuth_1336"	
				"tilt_azimuth_1337"	
				"tilt_azimuth_1338"	
				"tilt_azimuth_1339"	
				"tilt_azimuth_1340"	
				"tilt_azimuth_1341"	
				"tilt_azimuth_1342"	
				"tilt_azimuth_1343"	
				"tilt_azimuth_1344"	
				"tilt_azimuth_1345"	
				"tilt_azimuth_1346"	
				"tilt_azimuth_1347"	
				"tilt_azimuth_1348"	
				"tilt_azimuth_1349"	
				"tilt_azimuth_1350"	
				"tilt_azimuth_1351"	
				"tilt_azimuth_1352"	
				"tilt_azimuth_1353"	
				"tilt_azimuth_1354"	
				"tilt_azimuth_1355"	
				"tilt_azimuth_1356"	
				"tilt_azimuth_1357"	
				"tilt_azimuth_1358"	
				"tilt_azimuth_1359"	
				"tilt_azimuth_1360"	
				"tilt_azimuth_1361"	
				"tilt_azimuth_1362"	
				"tilt_azimuth_1363"	
				"tilt_azimuth_1364"	
				"tilt_azimuth_1365"	
				"tilt_azimuth_1366"	
				"tilt_azimuth_1367"	
				"tilt_azimuth_1368"	
				"tilt_azimuth_1369"	
				"tilt_azimuth_1370"	
				"tilt_azimuth_1371"	
				"tilt_azimuth_1372"	
				"tilt_azimuth_1373"	
				"tilt_azimuth_1374"	
				"tilt_azimuth_1375"	
				"tilt_azimuth_1376"	
				"tilt_azimuth_1377"	
				"tilt_azimuth_1378"	
				"tilt_azimuth_1379"	
				"tilt_azimuth_1380"	
				"tilt_azimuth_1381"	
				"tilt_azimuth_1382"	
				"tilt_azimuth_1383"	
				"tilt_azimuth_1384"	
				"tilt_azimuth_1385"	
				"tilt_azimuth_1386"	
				"tilt_azimuth_1387"	
				"tilt_azimuth_1388"	
				"tilt_azimuth_1389"	
				"tilt_azimuth_1390"	
				"tilt_azimuth_1391"	
				"tilt_azimuth_1392"	
				"tilt_azimuth_1393"	
				"tilt_azimuth_1394"	
				"tilt_azimuth_1395"	
				"tilt_azimuth_1396"	
				"tilt_azimuth_1397"	
				"tilt_azimuth_1398"	
				"tilt_azimuth_1399"	
				"tilt_azimuth_1400"	
				"tilt_azimuth_1401"	
				"tilt_azimuth_1402"	
				"tilt_azimuth_1403"	
				"tilt_azimuth_1404"	
				"tilt_azimuth_1405"	
				"tilt_azimuth_1406"	
				"tilt_azimuth_1407"	
				"tilt_azimuth_1408"	
				"tilt_azimuth_1409"	
				"tilt_azimuth_1410"	
				"tilt_azimuth_1411"	
				"tilt_azimuth_1412"	
				"tilt_azimuth_1413"	
				"tilt_azimuth_1414"	
				"tilt_azimuth_1415"	
				"tilt_azimuth_1416"	
				"tilt_azimuth_1417"	
				"tilt_azimuth_1418"	
				"tilt_azimuth_1419"	
				"tilt_azimuth_1420"	
				"tilt_azimuth_1421"	
				"tilt_azimuth_1422"	
				"tilt_azimuth_1423"	
				"tilt_azimuth_1424"	
				"tilt_azimuth_1425"	
				"tilt_azimuth_1426"	
				"tilt_azimuth_1427"	
				"tilt_azimuth_1428"	
				"tilt_azimuth_1429"	
				"tilt_azimuth_1430"	
				"tilt_azimuth_1431"	
				"tilt_azimuth_1432"	
				"tilt_azimuth_1433"	
				"tilt_azimuth_1434"	
				"tilt_azimuth_1435"	
				"tilt_azimuth_1436"	
				"tilt_azimuth_1437"	
				"tilt_azimuth_1438"	
				"tilt_azimuth_1439"	
				"tilt_azimuth_1440"	
